[19:01:41] 🐋 WHALE BUY: 78.44 ETH @ $2068.92
[19:02:13] 🐋 WHALE BUY: 152.61 ETH @ $2067.21
[19:02:29] 🐋 WHALE SELL: 61.40 ETH @ $2067.0
[19:02:29] 🐋 WHALE SELL: 106.87 ETH @ $2066.92
[19:02:34] 🐋 WHALE BUY: 145.38 ETH @ $2066.27
[19:02:39] 🐋 WHALE BUY: 67.57 ETH @ $2065.35
[19:02:45] 🐋 WHALE BUY: 75.43 ETH @ $2065.47
[19:03:01] 🐋 WHALE SELL: 200.19 ETH @ $2065.7
[19:03:11] 🐋 WHALE SELL: 119.76 ETH @ $2066.4
[19:03:11] 🐋 WHALE SELL: 100.00 ETH @ $2066.35
[19:03:11] 🐋 WHALE BUY: 52.96 ETH @ $2066.17
[19:04:21] 🐋 WHALE SELL: 67.76 ETH @ $2064.27
[19:04:42] 🐋 WHALE SELL: 84.98 ETH @ $2063.33
[19:05:04] 🐋 WHALE SELL: 71.22 ETH @ $2062.38
[19:05:04] 🐋 WHALE SELL: 100.31 ETH @ $2062.32
[19:05:04] 🐋 WHALE SELL: 70.90 ETH @ $2062.35
[19:05:04] 🐋 WHALE SELL: 209.99 ETH @ $2062.35
[19:05:04] 🐋 WHALE SELL: 102.23 ETH @ $2062.22
[19:05:14] 🐋 WHALE SELL: 51.19 ETH @ $2060.66
[19:05:14] 🐋 WHALE SELL: 100.83 ETH @ $2060.7
[19:05:20] 🐋 WHALE SELL: 100.74 ETH @ $2060.76
[19:05:25] 🐋 WHALE SELL: 70.30 ETH @ $2061.11
[19:05:41] 🐋 WHALE BUY: 78.96 ETH @ $2061.42
[19:05:57] 🐋 WHALE SELL: 50.41 ETH @ $2062.63
[19:06:24] 🐋 WHALE SELL: 108.17 ETH @ $2064.53
[19:06:50] 🐋 WHALE BUY: 51.99 ETH @ $2065.0
[19:07:01] 🐋 WHALE BUY: 63.63 ETH @ $2065.32
[19:07:06] 🐋 WHALE SELL: 205.52 ETH @ $2065.57
[19:09:04] 🐋 WHALE BUY: 122.91 ETH @ $2063.97
[19:09:14] 🐋 WHALE BUY: 74.92 ETH @ $2063.72
[19:09:31] 🐋 WHALE SELL: 50.00 ETH @ $2064.23
[19:10:40] 🐋 WHALE SELL: 50.75 ETH @ $2062.5
